Date,AAPL,ACO-X.TO,AER,AGG,AMAT,AMSF,APO,BLBD,CEG,CG,CSH-UN.TO,DOLE,EA,GSL,HBM.TO,ISRG,L.TO,MA,MP,NSR,RSP,SCHP,SPSB,SPY,TEX,TLT,TMUS,VEEV,WFG,WSC,XBB.TO,XIU.TO
2022-05-02,155.2377471923828,38.626564025878906,46.177337646484375,92.53406524658203,109.67807006835938,35.76911926269531,48.691162109375,16.149999618530273,56.590694427490234,32.910980224609375,10.087924003601074,11.147082328796387,117.810302734375,17.52735710144043,8.087477684020996,240.66000366210938,111.96651458740234,352.61669921875,38.68000030517578,,140.36013793945312,27.23463249206543,26.35076141357422,396.7076721191406,33.3894157409668,105.03571319580078,123.1533203125,187.58999633789062,84.86624145507812,34.67137908935547,25.486305236816406,28.731603622436523
2022-05-03,156.7315216064453,38.57467269897461,46.93904495239258,92.74244689941406,110.4839096069336,35.427154541015625,48.51298141479492,15.979999542236328,58.04920959472656,34.29670715332031,10.037060737609863,11.257722854614258,120.2745132446289,18.477310180664062,8.10732364654541,238.11000061035156,109.60182189941406,351.38909912109375,39.529998779296875,,141.51834106445312,27.305076599121094,26.34193229675293,398.52618408203125,33.14879608154297,105.74386596679688,123.00716400146484,183.6999969482422,87.09957122802734,35.73619842529297,25.459091186523438,29.020904541015625
2022-05-04,163.15882873535156,39.2579460144043,48.056880950927734,93.3404312133789,115.34789276123047,36.475833892822266,50.32295608520508,16.549999237060547,60.10087585449219,36.011104583740234,10.206608772277832,11.303821563720703,121.46243286132812,18.73426055908203,8.216480255126953,246.30999755859375,108.30414581298828,361.92718505859375,40.59000015258789,,145.4580841064453,27.535207748413086,26.430233001708984,410.6625061035156,35.23744583129883,106.32649230957031,128.969970703125,188.19000244140625,89.29471588134766,36.45271301269531,25.622350692749023,29.364456176757812
2022-05-05,154.0682830810547,39.46552658081055,46.85001754760742,92.41626739501953,110.16350555419922,36.073089599609375,50.050994873046875,15.720000267028809,58.49648666381836,34.101287841796875,10.045538902282715,11.017998695373535,117.42741394042969,18.267072677612305,7.839395523071289,233.97999572753906,107.90042114257812,347.04815673828125,39.75,,141.0816192626953,27.23932647705078,26.37725257873535,396.06640625,33.562679290771484,103.413330078125,126.23213958740234,178.4499969482422,88.28303527832031,34.49224853515625,25.36839485168457,28.722564697265625
2022-05-06,154.79652404785156,40.027706146240234,45.76185607910156,92.02670288085938,109.22176361083984,36.65822219848633,49.61022186279297,15.479999542236328,58.60344696044922,33.47948455810547,10.113357543945312,10.888919830322266,113.18626403808594,17.94782257080078,7.660776615142822,224.85000610351562,107.42940521240234,340.9100036621094,37.689998626708984,,139.79051208496094,27.15949058532715,26.368425369262695,393.7023010253906,33.03330612182617,101.8895034790039,123.54303741455078,174.86000061035156,86.82276916503906,34.094181060791016,25.223276138305664,28.641193389892578
2022-05-09,149.6589813232422,40.82341384887695,41.339996337890625,92.47970581054688,102.66846466064453,36.7722053527832,46.46854782104492,15.119999885559082,56.026729583740234,31.82634162902832,10.206608772277832,10.59387493133545,109.99554443359375,16.592981338500977,7.105072975158691,208.7100067138672,111.67813110351562,322.1222229003906,38.290000915527344,,135.6418914794922,27.065561294555664,26.42140769958496,381.0970764160156,32.2632942199707,102.78582763671875,118.603271484375,166.1199951171875,86.05925750732422,32.04415512084961,25.38652801513672,27.836566925048828
2022-05-10,152.07029724121094,40.45151138305664,42.46772003173828,92.76058197021484,104.05679321289062,35.85271072387695,47.303199768066406,14.899999618530273,55.46276092529297,32.66859817504883,9.943811416625977,10.02223014831543,109.56359100341797,17.138032913208008,6.847067356109619,211.38999938964844,111.01487731933594,319.5097961425781,36.08000183105469,,135.2906494140625,26.943449020385742,26.42140769958496,381.97760009765625,31.74353790283203,103.71806335449219,119.84064483642578,164.74000549316406,83.51097106933594,33.76578140258789,25.341184616088867,27.69191551208496
2022-05-11,144.18678283691406,40.0882453918457,42.50728988647461,93.10484313964844,100.89178466796875,36.339054107666016,47.83774948120117,14.0600004196167,55.78364562988281,31.745704650878906,10.003152847290039,9.948471069335938,118.2913589477539,16.70199203491211,6.985992431640625,210.8699951171875,106.97762298583984,320.0401611328125,34.20000076293945,,133.5438690185547,27.258115768432617,26.394912719726562,375.909423828125,30.944656372070312,105.71694946289062,120.11345672607422,160.05999755859375,81.46853637695312,33.327911376953125,25.38652801513672,27.63766860961914
2022-05-12,140.30894470214844,39.78553771972656,41.409244537353516,93.27702331542969,103.64904022216797,36.361854553222656,48.3629264831543,14.15999984741211,52.11957550048828,31.85322380065918,9.977720260620117,10.169753074645996,118.74296569824219,16.19586753845215,6.529521942138672,211.69000244140625,109.20771789550781,315.49298095703125,34.08000183105469,,134.11346435546875,27.121919631958008,26.439071655273438,375.5169982910156,30.781024932861328,105.51976776123047,120.84418487548828,164.14999389648438,81.22994232177734,33.20848846435547,25.522584915161133,27.511096954345703
2022-05-13,144.7871551513672,40.131500244140625,44.20876693725586,92.87837219238281,108.60042572021484,36.377052307128906,50.829376220703125,13.079999923706055,53.23078536987305,33.752769470214844,10.189651489257812,10.418695449829102,122.6601791381836,16.873292922973633,6.708141326904297,223.69000244140625,109.86135864257812,326.84613037109375,35.47999954223633,,137.17984008789062,27.281597137451172,26.42140769958496,384.4948425292969,31.570280075073242,103.96009063720703,123.08511352539062,172.77999877929688,82.07936096191406,35.437652587890625,25.477231979370117,27.98122215270996
