Date,Total_Portfolio_Value,pct_change
2023-12-07,114480.838290,0.001271
2023-12-08,114707.123657,0.001977
2023-12-11,114901.766289,0.001697
2023-12-12,115101.463945,0.001738
2023-12-13,116637.695978,0.013347
2023-12-14,117202.531783,0.004843
2023-12-15,116546.968370,-0.005593
2023-12-18,116577.484414,0.000262
2023-12-19,117479.278525,0.007736
2023-12-20,116206.605750,-0.010833
2023-12-21,116881.295870,0.005806
2023-12-22,116450.750521,-0.003684
2023-12-26,116611.144023,0.001377
2023-12-27,115878.567013,-0.006282
2023-12-28,115968.174485,0.000773
2023-12-29,115920.068154,-0.000415
2024-01-02,115334.820280,-0.005049
2024-01-03,115335.337525,0.000004
2024-01-04,115552.892348,0.001886
2024-01-05,115737.973269,0.001602
2024-01-08,116430.264253,0.005982
2024-01-09,116200.607811,-0.001972
2024-01-10,116801.741035,0.005173
2024-01-11,116836.901317,0.000301
2024-01-12,117068.254698,0.001980
2024-01-15,117311.017238,0.002074
2024-01-16,116918.326871,-0.003347
2024-01-17,116441.287152,-0.004080
2024-01-18,117017.535593,0.004949
2024-01-19,117679.757228,0.005659
2024-01-22,117679.810374,0.000000
2024-01-23,118005.594921,0.002768
2024-01-24,117856.120059,-0.001267
2024-01-25,119187.406435,0.011296
2024-01-26,118869.410966,-0.002668
2024-01-29,119331.055752,0.003884
2024-01-30,119309.404815,-0.000181
2024-01-31,118751.773817,-0.004674
2024-02-01,119952.211428,0.010109
2024-02-02,119571.027818,-0.003178
2024-02-05,119201.315114,-0.003092
2024-02-06,120222.883341,0.008570
2024-02-07,120266.233354,0.000361
2024-02-08,119911.661013,-0.002948
2024-02-09,119938.609616,0.000225
2024-02-12,119834.526709,-0.000868
2024-02-13,118395.287249,-0.012010
2024-02-14,120191.454124,0.015171
2024-02-15,120869.409962,0.005641
2024-02-16,120122.701945,-0.006178
2024-02-20,119958.985551,-0.001363
2024-02-21,120038.154445,0.000660
2024-02-22,120820.730552,0.006519
2024-02-23,121328.661220,0.004204
2024-02-26,121278.801184,-0.000411
2024-02-27,122244.476000,0.007962
2024-02-28,123117.515197,0.007142
2024-02-29,123495.879821,0.003073
2024-03-01,124276.907544,0.006324
2024-03-04,124031.748274,-0.001973
2024-03-05,123666.977972,-0.002941
2024-03-06,124392.539700,0.005867
2024-03-07,124703.901737,0.002503
2024-03-08,123875.598517,-0.006642
2024-03-11,123884.600915,0.000073
2024-03-12,124166.840926,0.002278
2024-03-13,124443.901133,0.002231
2024-03-14,123662.981465,-0.006275
2024-03-15,124222.077624,0.004521
2024-03-18,124197.616021,-0.000197
2024-03-19,124674.351230,0.003839
2024-03-20,125682.813095,0.008089
2024-03-21,125412.693803,-0.002149
2024-03-22,125780.463695,0.002932
2024-03-25,126360.751041,0.004613
2024-03-26,126239.466933,-0.000960
2024-03-27,126925.968568,0.005438
2024-03-28,126960.497761,0.000272
2024-04-01,126156.402754,-0.006333
2024-04-02,125917.760099,-0.001892
2024-04-03,126354.808285,0.003471
2024-04-04,125284.016471,-0.008474
2024-04-05,126388.649346,0.008817
2024-04-08,126775.216110,0.003059
2024-04-09,126820.434198,0.000357
2024-04-10,126041.611594,-0.006141
2024-04-11,126800.751304,0.006023
2024-04-12,125959.634651,-0.006633
2024-04-15,125336.298575,-0.004949
2024-04-16,125306.781854,-0.000236
2024-04-17,125274.108095,-0.000261
2024-04-18,124896.439821,-0.003015
2024-04-19,124778.188581,-0.000947
2024-04-22,125214.030680,0.003493
2024-04-23,125838.681684,0.004989
2024-04-24,125404.041164,-0.003454
2024-04-25,125244.399254,-0.001273
2024-04-26,125523.509211,0.002229
2024-04-29,125626.646504,0.000822
2024-04-30,124376.678747,-0.009950
2024-05-01,125125.758423,0.006023
2024-05-02,125823.079201,0.005573
2024-05-03,126376.282925,0.004397
2024-05-06,127526.093983,0.009098
2024-05-07,127770.566007,0.001917
2024-05-08,128137.030291,0.002868
2024-05-09,128880.472276,0.005802
2024-05-10,128514.033101,-0.002843
2024-05-13,128253.866211,-0.002024
2024-05-14,129120.021537,0.006753
2024-05-15,130098.652391,0.007579
2024-05-16,129411.775832,-0.005280
2024-05-17,129779.278127,0.002840
2024-05-20,129878.245246,0.000763
2024-05-21,130492.992945,0.004733
2024-05-22,130320.891930,-0.001319
2024-05-23,130061.167239,-0.001993
2024-05-24,131368.902658,0.010055
2024-05-27,131014.519905,-0.002698
2024-05-28,130308.997110,-0.005385
2024-05-29,129177.480451,-0.008683
2024-05-30,130144.689290,0.007487
2024-05-31,130355.379529,0.001619
2024-06-03,129580.593076,-0.005944
2024-06-04,129241.948278,-0.002613
2024-06-05,130850.347949,0.012445
2024-06-06,130664.646551,-0.001419
2024-06-07,129709.390094,-0.007311
2024-06-10,131140.765767,0.011035
2024-06-11,131051.848849,-0.000678
2024-06-12,131496.820886,0.003395
