Date,one_day,one_week,one_month,ytd,one_year,inception
2022-05-02,,,,0.0,,0.0
2022-05-03,0.0,,,0.0,,0.0
2022-05-04,0.0,,,0.0,,0.0
2022-05-05,-3.023777730707633,,,-3.023777730707633,,-3.023777730707633
2022-05-06,-0.1948957951188989,,,-3.2127803101756447,,-3.2127803101756447
2022-05-09,-5.434440756910297,-8.472624424479758,,-8.472624424479758,,-8.472624424479758
2022-05-10,0.5590999883053893,-7.960894878340785,,-7.960894878340785,,-7.960894878340785
2022-05-11,-0.3029809661470817,-8.239755848271525,,-8.239755848271525,,-8.239755848271525
2022-05-12,-0.0041520701514197,-5.382544241388787,,-8.243565797979812,,-8.243565797979812
2022-05-13,1.6842362190885083,-3.6010853507305263,,-6.698170699805273,,-6.698170699805273
2022-05-16,-0.9895558466266552,0.9299731500795216,,-7.621444406654976,,-7.621444406654976
2022-05-17,0.8566671599700149,1.2286377826184802,,-6.830067658032146,,-6.830067658032146
2022-05-18,-2.46779472636125,-0.969433434788114,,-9.12931033492158,,-9.12931033492158
2022-05-19,0.4937594611609475,-0.4763283502669191,,-8.680627707278044,,-8.680627707278044
2022-05-20,-0.3783851619573952,-2.4951236001288235,,-9.026166662026348,,-9.026166662026348
2022-05-23,0.8813340153373872,-0.6526827717047712,,-8.22438332376244,,-8.22438332376244
2022-05-24,-0.3541315908800357,-1.8453615602030071,,-8.549389775137971,,-8.549389775137971
2022-05-25,1.1990424315374335,1.8448766994709764,,-7.45285815464195,,-7.45285815464195
2022-05-26,1.2464169372220055,2.607653495337603,,-6.299334903766529,,-6.299334903766529
2022-05-27,1.1044881063414724,4.134974114848422,,-5.26442220221578,,-5.26442220221578
2022-05-30,-0.3608232998673633,2.8527545533411525,,-5.60625024017416,,-5.60625024017416
2022-05-31,-1.2226327255193017,1.9563025934506093,,-6.760339115582581,,-6.760339115582581
2022-06-01,-0.8848135751606367,-0.1431466550323779,-7.585336292521649,-7.585336292521649,,-7.585336292521649
2022-06-02,1.5077036656378384,0.1145540252453614,-6.191997020217133,-6.191997020217133,,-6.191997020217133
2022-06-03,-1.542432205106703,-2.506449764836405,-7.638921869144754,-7.638921869144754,,-7.638921869144754
2022-06-06,0.1600077899021723,-1.996834233113387,-4.420373529514565,-7.49113694929775,,-7.49113694929775
2022-06-07,0.7498015577602324,-0.0398595802925338,-3.7037160013374426,-6.797504053077297,,-6.797504053077297
2022-06-08,-1.325246759409049,-0.4840474442416753,0.4806838515920342,-8.032667110302238,,-8.032667110302238
2022-06-09,-1.5287267305216456,-3.4608979918455907,-1.6055147768340827,-9.438596311534884,,-9.438596311534884
2022-06-10,-0.916697861872262,-2.847356209893825,-2.211213508981069,-10.268770762828549,,-10.268770762828549
2022-06-13,-2.4906850671826297,-5.418460432264915,-6.222302857057482,-12.503693090038192,,-12.503693090038192
2022-06-14,0.1651297798733519,-5.967336519754207,-6.067447952195037,-12.359210631040453,,-12.359210631040453
2022-06-15,1.3845486648334626,-3.385021663523202,-3.8151027829904094,-11.145781251983012,,-11.145781251983012
2022-06-16,-2.751979721543507,-4.585214951409123,-7.256593952238788,-13.59103133366436,,-13.59103133366436
2022-06-17,0.6973909304243575,-3.030887109654057,-4.246817870992336,-12.988423023112116,,-12.988423023112116
2022-06-20,0.3346693141302204,-0.2211852042974027,-4.035287047392099,-12.697221975229676,,-12.697221975229676
2022-06-21,1.0807570435013902,0.6909106853621338,-2.9981416528809146,-11.753691052554592,,-11.753691052554592
2022-06-22,-0.1050852332724616,-0.7885316533706832,-3.9466273282386166,-11.846424892166352,,-11.846424892166352
2022-06-23,0.804179787760062,2.839427101806113,-2.83007612246603,-11.137511658961262,,-11.137511658961262
2022-06-24,2.166603626679397,4.339892909087717,-1.9010372163676288,-9.212213763806751,,-9.212213763806751
2022-06-27,-0.9629928750403804,2.9904298094852733,-5.090032263006039,-10.086493676668184,,-10.086493676668184
2022-06-28,-1.2451704989041912,0.6205595759750882,-6.271823181786562,-11.206070131936665,,-11.206070131936665
2022-06-29,-0.1513289156987118,0.5739799756676156,-6.07475685374096,-11.340441023212266,,-11.340441023212266
2022-06-30,-0.2650273057343,-0.4927854405815224,-5.164190755724308,-11.575413063644358,,-11.575413063644358
2022-07-01,1.0402049479380835,-1.5898640457832958,-3.322286441830636,-10.65561613513858,,-10.65561613513858
2022-07-04,0.0885378656111157,-0.5449891434451737,-3.180550416826622,-10.57651252462123,,-10.57651252462123
2022-07-05,-0.2045714739935311,0.5029878298598245,-3.378615391951345,-10.759447471046036,,-10.759447471046036
2022-07-06,1.0267484133241744,1.6887851987747782,-2.542496456070842,-9.843171513913283,,-9.843171513913283
2022-07-07,0.9098161132626847,2.886643852055859,-2.387710849857816,-9.022910161140263,,-9.022910161140263
2022-07-08,-0.8593041734088813,0.9524225333000792,-1.9267852236125813,-9.80468009097153,,-9.80468009097153
2022-07-11,-0.5851546058926682,0.2729152841076443,-0.0709801898756357,-10.332462159718837,,-10.332462159718837
2022-07-12,0.082634065914533,0.5614950036167743,0.011595222222005,-10.258366227395951,,-10.258366227395951
2022-07-13,0.0757811429470844,-0.385092824958877,2.6439219895247,-10.190358991623684,,-10.190358991623684
2022-07-14,-0.714303443597708,-1.9883711295811568,1.742725381649901,-10.83187235002926,,-10.83187235002926
2022-07-15,2.1032151674464483,0.940409465879144,2.463930827442917,-8.956474764767053,,-8.956474764767053
