Date,CAD_Cash,USD_Cash,Total_CAD
2024-03-18,3883.168999999999,-4335.3267950463305,-1985.866431735244
2024-03-19,3883.168999999999,-4335.3267950463305,-1985.866431735244
2024-03-20,3883.168999999999,-4335.3267950463305,-1985.866431735244
2024-03-21,3883.168999999999,-4335.3267950463305,-1985.866431735244
2024-03-22,3938.743999999999,-4335.3267950463305,-1925.6525341598253
2024-03-25,3938.743999999999,-4335.3267950463305,-1925.6525341598253
2024-03-26,3938.743999999999,-4335.3267950463305,-1925.6525341598253
2024-03-27,3944.2009999999987,-4335.3267950463305,-1943.6065659411183
2024-03-28,3944.2009999999987,-4335.3267950463305,-1943.6065659411183
2024-04-01,3944.2009999999987,-4269.40679504633,-1828.8482497630334
2024-04-02,3944.2009999999987,-4269.40679504633,-1828.8482497630334
2024-04-03,3944.2009999999987,-4269.40679504633,-1828.8482497630334
2024-04-04,3944.2009999999987,-4269.40679504633,-1828.8482497630334
2024-04-05,3944.2009999999987,-4269.40679504633,-1828.8482497630334
2024-04-08,3944.2009999999987,-4266.10679504633,-1859.4532386176347
2024-04-09,3944.2009999999987,-4266.10679504633,-1859.4532386176347
2024-04-10,3944.2009999999987,-4266.10679504633,-1859.4532386176347
2024-04-11,3944.2009999999987,-4266.10679504633,-1859.4532386176347
2024-04-12,3944.2009999999987,-4266.10679504633,-1859.4532386176347
2024-04-15,3944.2009999999987,-4266.10679504633,-1859.4532386176347
2024-04-16,3944.2009999999987,-4266.10679504633,-1859.4532386176347
2024-04-17,3944.2009999999987,-4266.10679504633,-1859.4532386176347
2024-04-18,3944.2009999999987,-4266.10679504633,-1859.4532386176347
2024-04-19,3944.2009999999987,-4266.10679504633,-1859.4532386176347
2024-04-22,3944.2009999999987,-4266.10679504633,-1859.4532386176347
2024-04-23,3944.2009999999987,-4266.10679504633,-1859.4532386176347
2024-04-24,4000.5169999999985,-4266.10679504633,-1827.2409275321738
2024-04-25,4000.5169999999985,-4266.10679504633,-1827.2409275321738
2024-04-26,4000.5169999999985,-4266.10679504633,-1827.2409275321738
2024-04-29,4005.9739999999983,-4266.10679504633,-1819.778677186364
2024-04-30,4005.9739999999983,-4266.10679504633,-1819.778677186364
2024-05-01,4005.9739999999983,-4199.06679504633,-1779.0802025981575
2024-05-02,4005.9739999999983,-4199.06679504633,-1779.0802025981575
2024-05-03,4005.9739999999983,-4199.06679504633,-1779.0802025981575
2024-05-06,4005.9739999999983,-4199.06679504633,-1779.0802025981575
2024-05-07,4005.9739999999983,-4199.06679504633,-1779.0802025981575
2024-05-08,4005.9739999999983,-4199.06679504633,-1779.0802025981575
2024-05-09,4005.9739999999983,-4199.06679504633,-1779.0802025981575
2024-05-10,4005.9739999999983,-4198.06679504633,-1736.0576756962237
2024-05-13,4005.9739999999983,-4198.06679504633,-1736.0576756962237
2024-05-14,4005.9739999999983,-4198.06679504633,-1736.0576756962237
2024-05-15,4005.9739999999983,-4198.06679504633,-1736.0576756962237
2024-05-16,4005.9739999999983,-4184.17679504633,-1683.251039783776
2024-05-17,4005.9739999999983,-4184.17679504633,-1683.251039783776
2024-05-20,4005.9739999999983,-4184.17679504633,-1683.251039783776
2024-05-21,4005.9739999999983,-4184.17679504633,-1683.251039783776
2024-05-22,4196.710999999998,-4184.17679504633,-1510.6316885911192
2024-05-23,4196.710999999998,-4146.30179504633,-1479.1612844497204
2024-05-24,4196.710999999998,-4146.30179504633,-1479.1612844497204
2024-05-27,4196.710999999998,-4146.30179504633,-1479.1612844497204
2024-05-28,4196.710999999998,-4146.30179504633,-1479.1612844497204
2024-05-29,4196.710999999998,-4134.43679504633,-1445.1412155230155
2024-05-30,4196.710999999998,-4134.43679504633,-1445.1412155230155
2024-05-31,4202.167999999999,-4134.43679504633,-1455.1059073361257
2024-06-03,4202.167999999999,-4066.08479504633,-1335.3920523019187
2024-06-04,4202.167999999999,-4066.08479504633,-1335.3920523019187
2024-06-05,4202.167999999999,-4066.08479504633,-1335.3920523019187
2024-06-06,4202.167999999999,-4056.56479504633,-1351.2690341981943
2024-06-07,4202.167999999999,-4056.56479504633,-1351.2690341981943
2024-06-10,4202.167999999999,-4056.56479504633,-1351.2690341981943
2024-06-11,4202.167999999999,-4056.56479504633,-1351.2690341981943
2024-06-12,4202.167999999999,-4056.56479504633,-1351.2690341981943
2024-06-13,4202.167999999999,-4056.56479504633,-1351.2690341981943
2024-06-14,4204.732999999998,-4039.91479504633,-1346.513798125853
2024-06-17,4204.732999999998,-4039.91479504633,-1346.513798125853
2024-06-18,4204.732999999998,-4039.91479504633,-1346.513798125853
2024-06-19,4204.732999999998,-4039.91479504633,-1346.513798125853
2024-06-20,4204.732999999998,-4039.91479504633,-1346.513798125853
2024-06-21,4204.732999999998,-3995.93979504633,-1263.590545663651
2024-06-24,4204.732999999998,-3995.93979504633,-1263.590545663651
2024-06-25,4261.789999999998,-3995.93979504633,-1195.8246506321475
2024-06-26,4271.8409999999985,-3995.93979504633,-1187.0521824707912
2024-06-27,4271.8409999999985,-3995.93979504633,-1187.0521824707912
2024-06-28,4277.297999999999,-3995.93979504633,-1196.859918972038
2024-07-01,4277.297999999999,-3927.36379504633,-1092.4686678873932
2024-07-02,4277.297999999999,-3927.36379504633,-1092.4686678873932
2024-07-03,4277.297999999999,-3927.36379504633,-1092.4686678873932
2024-07-04,4277.297999999999,-3927.36379504633,-1092.4686678873932
2024-07-05,4277.297999999999,-3927.36379504633,-1092.4686678873932
2024-07-08,4277.297999999999,-3927.36379504633,-1092.4686678873932
2024-07-09,4277.297999999999,-3924.0637950463297,-1071.004621472459
2024-07-10,4277.297999999999,-3924.0637950463297,-1071.004621472459
2024-07-11,4277.297999999999,-3924.0637950463297,-1071.004621472459
2024-07-12,4277.297999999999,-3924.0637950463297,-1071.004621472459
2024-07-15,4277.297999999999,-3924.0637950463297,-1071.004621472459
2024-07-16,4277.297999999999,-3924.0637950463297,-1071.004621472459
2024-07-17,4277.297999999999,-3924.0637950463297,-1071.004621472459
2024-07-18,4277.297999999999,-3924.0637950463297,-1071.004621472459
2024-07-19,4277.297999999999,-3924.0637950463297,-1071.004621472459
2024-07-22,4277.297999999999,-3924.0637950463297,-1071.004621472459
2024-07-23,4277.297999999999,-3924.0637950463297,-1071.004621472459
2024-07-24,4277.297999999999,-3924.0637950463297,-1071.004621472459
2024-07-25,4277.297999999999,-3924.0637950463297,-1071.004621472459
2024-07-26,4335.095999999999,-3924.0637950463297,-1087.685455289953
2024-07-29,4335.095999999999,-3924.0637950463297,-1087.685455289953
2024-07-30,4335.095999999999,-3924.0637950463297,-1087.685455289953
2024-07-31,4340.552999999999,-3924.0637950463297,-1094.1186107892308
2024-08-01,4340.552999999999,-3854.5597950463293,-981.9389926514677
2024-08-02,4340.552999999999,-3854.5597950463293,-981.9389926514677
2024-08-05,4340.552999999999,-3854.5597950463293,-981.9389926514677
2024-08-06,4340.552999999999,-3854.5597950463293,-981.9389926514677
2024-08-07,4340.552999999999,-3854.5597950463293,-981.9389926514677
2024-08-08,4340.552999999999,-3854.5597950463293,-981.9389926514677
2024-08-09,4340.552999999999,-3845.0397950463293,-940.7631286193819
2024-08-12,4340.552999999999,-3835.2147950463295,-927.4596616525296
2024-08-13,4340.552999999999,-3835.2147950463295,-927.4596616525296
2024-08-14,4340.552999999999,-3835.2147950463295,-927.4596616525296
2024-08-15,4340.552999999999,-3835.2147950463295,-927.4596616525296
2024-08-16,4340.552999999999,-3821.3247950463297,-907.5017649848533
2024-08-19,4340.552999999999,-3821.3247950463297,-907.5017649848533
2024-08-20,4340.552999999999,-3821.3247950463297,-907.5017649848533
2024-08-21,4340.552999999999,-3821.3247950463297,-907.5017649848533
2024-08-22,4340.552999999999,-3821.3247950463297,-907.5017649848533
2024-08-23,4340.552999999999,-3775.87479504633,-795.920515668523
2024-08-26,4340.552999999999,-3775.87479504633,-795.920515668523
2024-08-27,4536.404999999999,-3775.87479504633,-554.2670711505361
2024-08-28,4536.404999999999,-3772.83479504633,-537.1898763548497
2024-08-29,4536.404999999999,-3772.83479504633,-537.1898763548497
2024-08-30,4541.861999999999,-3772.83479504633,-547.3524856627546
2024-09-03,4544.111999999999,-3703.2027950463303,-454.2119633690827
2024-09-04,4544.111999999999,-3703.2027950463303,-454.2119633690827
2024-09-05,4544.111999999999,-3703.2027950463303,-454.2119633690827
2024-09-06,4544.111999999999,-3686.55279504633,-432.77127679933983
2024-09-09,4544.111999999999,-3686.55279504633,-432.77127679933983
2024-09-10,4544.111999999999,-3686.55279504633,-432.77127679933983
2024-09-11,4544.111999999999,-3686.55279504633,-432.77127679933983
2024-09-12,4544.111999999999,-3686.55279504633,-432.77127679933983
2024-09-13,4546.676999999999,-3686.55279504633,-458.1131463345764
2024-09-16,4546.676999999999,-3686.55279504633,-458.1131463345764
2024-09-17,4546.676999999999,-3686.55279504633,-458.1131463345764
2024-09-18,4546.676999999999,-3686.55279504633,-458.1131463345764
2024-09-19,4546.676999999999,-3686.55279504633,-458.1131463345764
2024-09-20,4546.676999999999,-3642.90279504633,-394.08261222036253
2024-09-23,4546.676999999999,-3642.90279504633,-394.08261222036253
2024-09-24,4604.4749999999985,-3642.90279504633,-324.1902524836769
2024-09-25,4604.4749999999985,-3642.90279504633,-324.1902524836769
2024-09-26,4614.387999999998,-3642.90279504633,-297.0463725686968
2024-09-27,4619.844999999998,-3642.90279504633,-289.22130996028864
2024-09-30,4619.844999999998,-3642.90279504633,-289.22130996028864
2024-10-01,4619.844999999998,-3574.0707950463297,-214.87212522494156
2024-10-02,4619.844999999998,-3574.0707950463297,-214.87212522494156
2024-10-03,4619.844999999998,-3574.0707950463297,-214.87212522494156
2024-10-04,4619.844999999998,-3574.0707950463297,-214.87212522494156
2024-10-07,4619.844999999998,-3574.0707950463297,-214.87212522494156
2024-10-08,4619.844999999998,-3574.0707950463297,-214.87212522494156
2024-10-09,4619.844999999998,-3570.7707950463296,-254.97144195703822
2024-10-10,4619.844999999998,-3570.7707950463296,-254.97144195703822
2024-10-11,4619.844999999998,-3570.7707950463296,-254.97144195703822
2024-10-14,4619.844999999998,-3570.7707950463296,-254.97144195703822
2024-10-15,4619.844999999998,-3570.7707950463296,-254.97144195703822
2024-10-16,4619.844999999998,-3570.7707950463296,-254.97144195703822
2024-10-17,4619.844999999998,-3570.7707950463296,-254.97144195703822
2024-10-18,4619.844999999998,-3570.7707950463296,-254.97144195703822
2024-10-21,4619.844999999998,-3570.7707950463296,-254.97144195703822
2024-10-22,4619.844999999998,-3570.7707950463296,-254.97144195703822
2024-10-23,4619.844999999998,-3570.7707950463296,-254.97144195703822
2024-10-24,4619.844999999998,-3570.7707950463296,-254.97144195703822
2024-10-25,4619.844999999998,-3570.7707950463296,-254.97144195703822
2024-10-28,4678.383999999998,-3570.7707950463296,-283.4162095719439
2024-10-29,4678.383999999998,-3570.7707950463296,-283.4162095719439
2024-10-30,4678.383999999998,-3570.7707950463296,-283.4162095719439
2024-10-31,4683.8409999999985,-3570.7707950463296,-282.38701902615503
2024-11-01,4683.8409999999985,-3502.6107950463293,-197.11718669528
2024-11-04,4683.8409999999985,-3502.6107950463293,-197.11718669528
2024-11-05,4683.8409999999985,-3502.6107950463293,-197.11718669528
2024-11-06,4683.8409999999985,-3502.6107950463293,-197.11718669528
2024-11-07,4683.8409999999985,-3502.6107950463293,-197.11718669528
2024-11-08,4683.8409999999985,-3492.0907950463293,-158.7459134214496
2024-11-11,4683.8409999999985,-3492.0907950463293,-158.7459134214496
2024-11-12,4683.8409999999985,-3492.0907950463293,-158.7459134214496
2024-11-13,4683.8409999999985,-3492.0907950463293,-158.7459134214496
2024-11-14,4683.8409999999985,-3492.0907950463293,-158.7459134214496
2024-11-15,4683.8409999999985,-3483.2657950463295,-214.15313990331833
2024-11-18,4683.8409999999985,-3469.3757950463296,-203.08690940154793
2024-11-19,4683.8409999999985,-3469.3757950463296,-203.08690940154793
2024-11-20,4683.8409999999985,-3469.3757950463296,-203.08690940154793
2024-11-21,4905.864999999998,-3469.3757950463296,59.840746545406546
2024-11-22,4905.864999999998,-3423.9257950463298,119.21673199460838
2024-11-25,4905.864999999998,-3423.9257950463298,119.21673199460838
2024-11-26,4905.864999999998,-3423.9257950463298,119.21673199460838
2024-11-27,4905.864999999998,-3420.88579504633,98.45986448118583
2024-11-28,4905.864999999998,-3420.88579504633,98.45986448118583
2024-11-29,4911.321999999998,-3420.88579504633,119.618848249228
2024-12-02,4911.321999999998,-3352.8537950463297,213.10202963289066
2024-12-03,4911.321999999998,-3352.8537950463297,213.10202963289066
2024-12-04,4911.321999999998,-3352.8537950463297,213.10202963289066
2024-12-05,4911.321999999998,-3352.8537950463297,213.10202963289066
2024-12-06,4911.321999999998,-3201.2037950463296,422.7539870394339
2024-12-09,4911.321999999998,-3201.2037950463296,422.7539870394339
2024-12-10,4911.321999999998,-3201.2037950463296,422.7539870394339
2024-12-11,4911.321999999998,-3201.2037950463296,422.7539870394339
2024-12-12,4911.321999999998,-3201.2037950463296,422.7539870394339
2024-12-13,4913.886999999998,-3201.2037950463296,362.67145111764694
2024-12-16,4913.886999999998,-3201.2037950463296,362.67145111764694
2024-12-17,4913.886999999998,-3201.2037950463296,362.67145111764694
2024-12-18,4913.886999999998,-3170.86779504633,376.4704586506223
2024-12-19,4913.886999999998,-3132.4677950463297,384.02533233797567
2024-12-20,4913.886999999998,-3083.3177950463296,472.9535423825264
2024-12-23,3561.157313073145,0.0,3561.157313073145
2024-12-24,3561.157313073145,0.0,3561.157313073145
2024-12-26,3561.157313073145,0.0,3561.157313073145
2024-12-27,3571.760313073145,0.0,3571.760313073145
2024-12-30,3586.296313073145,0.0,3586.296313073145
2024-12-31,3591.753313073145,0.0,3591.753313073145
2025-01-02,3591.753313073145,0.0,3591.753313073145
2025-01-03,3591.753313073145,0.0,3591.753313073145
2025-01-06,3591.753313073145,0.0,3591.753313073145
2025-01-07,3591.753313073145,0.0,3591.753313073145
2025-01-08,3591.753313073145,0.0,3591.753313073145
2025-01-09,3591.753313073145,0.0,3591.753313073145
2025-01-10,3591.753313073145,3.8,3597.225921210276
2025-01-13,3591.753313073145,3.8,3597.225921210276
2025-01-14,3591.753313073145,3.8,3597.225921210276
2025-01-15,3591.753313073145,3.8,3597.225921210276
2025-01-16,3591.753313073145,3.8,3597.225921210276
2025-01-17,3591.753313073145,3.8,3597.225921210276
2025-01-20,3591.753313073145,3.8,3597.225921210276
2025-01-21,3591.753313073145,3.8,3597.225921210276
2025-01-22,3591.753313073145,3.8,3597.225921210276
2025-01-23,3591.753313073145,3.8,3597.225921210276
2025-01-24,3591.753313073145,3.8,3597.225921210276
2025-01-27,3591.753313073145,3.8,3597.225921210276
2025-01-28,3606.289313073145,3.8,3611.7616929006444
2025-01-29,3606.289313073145,3.8,3611.7616929006444
2025-01-30,3606.289313073145,3.8,3611.7616929006444
2025-01-31,3611.746313073145,3.8,3617.2536532659396
2025-02-03,3611.746313073145,72.472,3718.4033520727025
2025-02-04,3611.746313073145,72.472,3718.4033520727025
2025-02-05,3611.746313073145,72.472,3718.4033520727025
2025-02-06,3611.746313073145,72.472,3718.4033520727025
2025-02-07,3611.746313073145,72.472,3718.4033520727025
2025-02-10,3611.746313073145,73.472,3717.044912163721
2025-02-11,3611.746313073145,73.472,3717.044912163721
2025-02-12,3611.746313073145,73.472,3717.044912163721
2025-02-13,3611.746313073145,73.472,3717.044912163721
2025-02-14,3611.746313073145,73.472,3717.044912163721
2025-02-18,3611.746313073145,87.362,3735.669305407511
2025-02-19,3611.746313073145,87.362,3735.669305407511
2025-02-20,3611.746313073145,94.96199999999999,3746.9759957458837
2025-02-21,3611.746313073145,112.81199999999998,3771.6686082968577
2025-02-24,3611.746313073145,158.262,3836.6619342522486
2025-02-25,3626.282313073145,158.262,3852.217148408638
2025-02-26,3626.282313073145,161.302,3856.9554710862503
2025-02-27,3687.7703130731447,161.302,3919.0128520278795
2025-02-28,3693.2273130731446,164.822,3931.2879694647654
2025-03-03,3693.2273130731446,231.766,4027.92059884523
2025-03-04,3695.4773130731446,231.766,4031.3062472941738
2025-03-05,3695.4773130731446,235.96599999999998,4035.1999278929097
2025-03-06,3695.4773130731446,235.96599999999998,4035.1999278929097
2025-03-07,3695.4773130731446,272.736,4085.247071724878
2025-03-10,3695.4773130731446,272.736,4085.247071724878
2025-03-11,3695.4773130731446,272.736,4085.247071724878
2025-03-12,3695.4773130731446,278.406,4097.284001459347
2025-03-13,3695.4773130731446,278.406,4097.284001459347
2025-03-14,3716.363313073145,278.406,4117.986236283766
2025-03-17,3716.363313073145,278.406,4117.986236283766
2025-03-18,3716.363313073145,278.406,4117.986236283766
2025-03-19,3716.363313073145,278.406,4117.986236283766
2025-03-20,3716.363313073145,287.046,4127.384487481104
2025-03-21,3716.363313073145,329.44599999999997,4188.218951981531
2025-03-24,3716.363313073145,329.44599999999997,4188.218951981531
2025-03-25,3716.363313073145,6719.800600000002,13336.496970830072
2025-03-26,3730.899313073145,6719.800600000002,13322.070550522318
2025-03-27,3730.899313073145,6719.800600000002,13322.070550522318
2025-03-28,3730.899313073145,6719.800600000002,13322.070550522318
2025-03-31,3736.356313073145,6719.800600000002,13351.786130917277
2025-04-01,3736.356313073145,6818.494600000003,13548.647243977586
2025-04-02,3736.356313073145,6818.494600000003,13548.647243977586
2025-04-03,3736.356313073145,6818.494600000003,13548.647243977586
2025-04-04,3736.356313073145,6818.494600000003,13548.647243977586
2025-04-07,3736.356313073145,6818.494600000003,13548.647243977586
2025-04-08,3736.356313073145,6818.494600000003,13548.647243977586
2025-04-09,3736.356313073145,6822.294600000003,13460.172820766893
2025-04-10,3736.356313073145,6822.294600000003,13460.172820766893
2025-04-11,3736.356313073145,6822.294600000003,13460.172820766893
2025-04-14,3736.356313073145,6822.294600000003,13460.172820766893
2025-04-15,3736.356313073145,6822.294600000003,13460.172820766893
2025-04-16,3736.356313073145,6822.294600000003,13460.172820766893
2025-04-17,3736.356313073145,6822.294600000003,13460.172820766893
2025-04-21,3736.356313073145,6822.294600000003,13460.172820766893
2025-04-22,3736.356313073145,6822.294600000003,13460.172820766893
2025-04-23,3736.356313073145,6822.294600000003,13460.172820766893
2025-04-24,3736.356313073145,6822.294600000003,13460.172820766893
2025-04-25,3750.892313073145,6822.294600000003,13205.228197079388
2025-04-28,3750.892313073145,6822.294600000003,13205.228197079388
2025-04-29,3750.892313073145,6822.294600000003,13205.228197079388
2025-04-30,3756.349313073145,6822.294600000003,13189.400009564222
2025-05-01,3756.349313073145,6927.582600000003,13309.208707926624
2025-05-02,3756.349313073145,6927.582600000003,13309.208707926624
2025-05-05,3756.349313073145,6927.582600000003,13309.208707926624
2025-05-06,3756.349313073145,6927.582600000003,13309.208707926624
2025-05-07,3756.349313073145,6927.582600000003,13309.208707926624
2025-05-08,3756.349313073145,6927.582600000003,13309.208707926624
2025-05-09,3756.349313073145,6927.582600000003,13309.208707926624
2025-05-12,3756.349313073145,6928.622600000003,13403.763603684274
2025-05-13,3756.349313073145,6928.622600000003,13403.763603684274
2025-05-14,3756.349313073145,6934.292600000003,13417.20603981892
2025-05-15,3756.349313073145,6934.292600000003,13417.20603981892
2025-05-16,3756.349313073145,6959.292600000003,13467.833518739048
2025-05-19,3756.349313073145,6977.142600000004,13491.277132398049
2025-05-20,3756.349313073145,6977.142600000004,13491.277132398049
2025-05-21,3756.349313073145,6977.142600000004,13491.277132398049
2025-05-22,3770.885313073145,6985.882600000004,13453.877653291362
2025-05-23,3770.885313073145,7038.907600000003,13525.403493347018
2025-05-26,3770.885313073145,7038.907600000003,13525.403493347018
2025-05-27,3770.885313073145,7038.907600000003,13525.403493347018
2025-05-28,3770.885313073145,7041.947600000003,13495.81524416503
2025-05-29,3832.373313073145,7041.947600000003,13586.245498637429
2025-05-30,3837.8303130731447,7045.467600000004,13564.59189844269
2025-06-02,3837.8303130731447,7144.091600000003,13643.953228863658
2025-06-03,3837.8303130731447,7144.091600000003,13643.953228863658
2025-06-04,3837.8303130731447,7148.291600000003,13641.712351547423
2025-06-05,3837.8303130731447,7148.291600000003,13641.712351547423
2025-06-06,3837.8303130731447,7157.811600000004,13620.19678173212
2025-06-09,3837.8303130731447,7166.991600000004,13649.872116210547
2025-06-10,3837.8303130731447,7166.991600000004,13649.872116210547
2025-06-11,3837.8303130731447,7166.991600000004,13649.872116210547
2025-06-12,3837.8303130731447,7166.991600000004,13649.872116210547
2025-06-13,3849.110313073145,7184.541600000004,13617.572413251582
2025-06-16,6789.860313073144,11996.643600000003,23086.10082600521
2025-06-17,1959.8603130731444,6858.423600000003,11269.82748645133
2025-06-18,1959.8603130731444,6858.423600000003,11269.82748645133
2025-06-19,1959.8603130731444,6858.423600000003,11269.82748645133
2025-06-20,1959.8603130731444,6858.423600000003,11269.82748645133
2025-06-23,1959.8603130731444,6858.423600000003,11269.82748645133
2025-06-24,1959.8603130731444,6858.423600000003,11269.82748645133
2025-06-25,1974.3963130731445,6858.423600000003,11388.680332052842
2025-06-26,1984.4933130731445,6858.423600000003,11388.76351661972
2025-06-27,1984.4933130731445,6858.423600000003,11388.76351661972
2025-06-30,1989.9503130731446,6858.423600000003,11373.233855258455
2025-07-01,1989.9503130731446,6959.103600000003,11458.089350400105
2025-07-02,1989.9503130731446,6959.103600000003,11458.089350400105
2025-07-03,1989.9503130731446,6959.103600000003,11458.089350400105
2025-07-04,1989.9503130731446,6959.103600000003,11458.089350400105
2025-07-07,1989.9503130731446,6959.103600000003,11458.089350400105
2025-07-08,1989.9503130731446,6959.103600000003,11458.089350400105
2025-07-09,1989.9503130731446,6962.903600000003,11507.125503961315
2025-07-10,1989.9503130731446,6962.903600000003,11507.125503961315
2025-07-11,1989.9503130731446,6962.903600000003,11507.125503961315
2025-07-14,0.0,23725.188487816853,32465.547397277773
2025-07-15,0.0,23725.188487816853,32465.547397277773
2025-07-16,0.0,23725.188487816853,32465.547397277773
2025-07-17,0.0,23725.188487816853,32465.547397277773
2025-07-18,0.0,23725.188487816853,32465.547397277773
2025-07-21,0.0,23725.188487816853,32465.547397277773
2025-07-22,0.0,23725.188487816853,32465.547397277773
2025-07-23,0.0,23725.188487816853,32465.547397277773
2025-07-24,50.82,23725.188487816853,32320.63463750549
2025-07-25,50.82,23725.188487816853,32320.63463750549
2025-07-28,65.54,23725.188487816853,32574.031740606133
2025-07-29,65.54,23725.188487816853,32574.031740606133
2025-07-30,65.54,23725.188487816853,32574.031740606133
2025-07-31,70.997,23725.188487816853,32871.543648740764
2025-08-01,70.997,23822.19148781685,33081.40744478213
2025-08-04,70.997,23822.19148781685,33081.40744478213
2025-08-05,70.997,23822.19148781685,33081.40744478213
2025-08-06,70.997,23822.19148781685,33081.40744478213
2025-08-07,70.997,23822.19148781685,33081.40744478213
2025-08-08,70.997,23822.19148781685,33081.40744478213
2025-08-11,70.997,23831.71148781685,32846.0350733084
2025-08-12,70.997,23831.71148781685,32846.0350733084
2025-08-13,70.997,23837.38148781685,32894.11874643066
2025-08-14,70.997,23837.38148781685,32894.11874643066
2025-08-15,70.997,23837.38148781685,32894.11874643066
2025-08-18,70.997,23862.38148781685,33036.87716196062
2025-08-19,70.997,23862.38148781685,33036.87716196062
2025-08-20,70.997,23862.38148781685,33036.87716196062
2025-08-21,70.997,23871.12148781685,33186.926115295704
2025-08-22,70.997,23924.14648781685,33326.51854127776
2025-08-25,70.997,23924.14648781685,33326.51854127776
2025-08-26,85.717,23924.14648781685,33242.90795739459
2025-08-27,85.717,23924.14648781685,33242.90795739459
2025-08-28,85.717,23924.14648781685,33242.90795739459
2025-08-29,91.17399999999999,23927.666487816852,32991.23621752757
2025-09-02,91.17399999999999,24026.810487816852,33121.7915590908
2025-09-03,91.17399999999999,24031.010487816853,33216.72127322237
2025-09-04,152.66199999999998,24031.010487816853,33298.87536104756
2025-09-05,152.66199999999998,24031.010487816853,33298.87536104756
2025-09-08,152.66199999999998,24037.100487816853,33405.58593458092
2025-09-09,152.66199999999998,44086.85048781685,60970.47363541175
2025-09-10,152.66199999999998,44086.85048781685,60970.47363541175
2025-09-11,152.66199999999998,44086.85048781685,60970.47363541175
2025-09-12,152.66199999999998,44104.400487816856,61165.36834847815
2025-09-15,155.48199999999997,44104.400487816856,61191.56387926571
2025-09-16,155.48199999999997,44104.400487816856,61191.56387926571
2025-09-17,155.48199999999997,44104.400487816856,61191.56387926571
2025-09-18,155.48199999999997,44104.400487816856,61191.56387926571
2025-09-19,155.48199999999997,44104.400487816856,61191.56387926571
2025-09-22,155.48199999999997,44104.400487816856,61191.56387926571
2025-09-23,155.48199999999997,44104.400487816856,61191.56387926571
2025-09-24,170.20199999999997,44104.400487816856,61206.72026456832
2025-09-25,180.43699999999995,44104.400487816856,61467.91361714416
2025-09-26,180.43699999999995,44104.400487816856,61467.91361714416
2025-09-29,185.89399999999995,44104.400487816856,61571.27865455443
