Date,Total_Portfolio_Value,pct_change
2023-01-18,102107.991488,-0.006911
2023-01-19,102034.656015,-0.000718
2023-01-20,102902.547570,0.008506
2023-01-23,102978.500410,0.000738
2023-01-24,103092.465677,0.001107
2023-01-25,103106.666499,0.000138
2023-01-26,103702.287496,0.005777
2023-01-27,103291.344190,-0.003963
2023-01-30,102460.416534,-0.008045
2023-01-31,104171.316653,0.016698
2023-02-01,104343.055646,0.001649
2023-02-02,104924.048667,0.005568
2023-02-03,104153.727268,-0.007342
2023-02-06,104042.924750,-0.001064
2023-02-07,104937.800506,0.008601
2023-02-08,103873.877736,-0.010139
2023-02-09,103565.667885,-0.002967
2023-02-10,103841.786086,0.002666
2023-02-13,104190.622932,0.003359
2023-02-14,103677.649267,-0.004923
2023-02-15,103973.722265,0.002856
2023-02-16,103432.557570,-0.005205
2023-02-17,104013.232531,0.005614
2023-02-21,102202.930067,-0.017405
2023-02-22,102762.452514,0.005475
2023-02-23,103276.955534,0.005007
2023-02-24,102598.404280,-0.006570
2023-02-27,103076.589653,0.004661
2023-02-28,102864.176121,-0.002061
2023-03-01,103184.892686,0.003118
2023-03-02,103242.492102,0.000558
2023-03-03,104439.872057,0.011598
2023-03-06,104123.393125,-0.003030
2023-03-07,103086.370921,-0.009960
2023-03-08,104171.599293,0.010527
2023-03-09,103159.733005,-0.009713
2023-03-10,102080.282077,-0.010464
2023-03-13,101060.756664,-0.009987
2023-03-14,101748.027047,0.006801
2023-03-15,100670.638334,-0.010589
2023-03-16,101837.429011,0.011590
2023-03-17,100440.298801,-0.013719
2023-03-20,101386.150810,0.009417
2023-03-21,102054.058199,0.006588
2023-03-22,101098.659238,-0.009362
2023-03-23,101105.892246,0.000072
2023-03-24,101741.126774,0.006283
2023-03-27,101852.661089,0.001096
2023-03-28,101395.579840,-0.004488
2023-03-29,101912.909932,0.005102
2023-03-30,102031.497494,0.001164
2023-03-31,102860.502177,0.008125
2023-04-03,102935.793530,0.000732
2023-04-04,101824.755835,-0.010794
2023-04-05,101808.465635,-0.000160
2023-04-06,101844.219934,0.000351
2023-04-10,102388.083902,0.005340
2023-04-11,102863.724644,0.004645
2023-04-12,102438.161758,-0.004137
2023-04-13,102815.714978,0.003686
2023-04-14,101764.014029,-0.010229
2023-04-17,102279.406205,0.005065
2023-04-18,102544.965100,0.002596
2023-04-19,102781.458221,0.002306
2023-04-20,103133.838730,0.003428
2023-04-21,103221.389844,0.000849
2023-04-24,103933.441934,0.006898
2023-04-25,102896.275126,-0.009979
2023-04-26,102676.424839,-0.002137
2023-04-27,107253.807359,0.044581
2023-04-28,107916.324630,0.006177
2023-05-01,107522.344211,-0.003651
2023-05-02,107394.710175,-0.001187
2023-05-03,107664.376215,0.002511
2023-05-04,106992.101887,-0.006244
2023-05-05,107493.605335,0.004687
2023-05-08,106799.583344,-0.006456
2023-05-09,106616.313676,-0.001716
2023-05-10,106857.289984,0.002260
2023-05-11,106784.033971,-0.000686
2023-05-12,107147.442560,0.003403
2023-05-15,107600.579137,0.004229
2023-05-16,106355.768549,-0.011569
2023-05-17,106948.192144,0.005570
2023-05-18,107080.202993,0.001234
2023-05-19,107300.622126,0.002058
2023-05-22,107360.861542,0.000561
2023-05-23,106454.319940,-0.008444
2023-05-24,106050.858594,-0.003790
2023-05-25,106408.992805,0.003377
2023-05-26,107309.649911,0.008464
2023-05-29,107180.252437,-0.001206
2023-05-30,107163.781024,-0.000154
2023-05-31,106923.416672,-0.002243
2023-06-01,107630.969391,0.006617
2023-06-02,107996.405309,0.003395
2023-06-05,107703.103879,-0.002716
2023-06-06,108332.472033,0.005844
2023-06-07,107658.901404,-0.006218
2023-06-08,107913.815382,0.002368
2023-06-09,107863.060879,-0.000470
2023-06-12,108222.986940,0.003337
2023-06-13,108604.682986,0.003527
2023-06-14,108686.054441,0.000749
2023-06-15,109477.175668,0.007279
2023-06-16,108869.716399,-0.005549
2023-06-19,108680.620736,-0.001737
2023-06-20,108325.122803,-0.003271
2023-06-21,108076.890000,-0.002292
2023-06-22,107468.533792,-0.005629
2023-06-23,107163.457487,-0.002839
2023-06-26,107569.149120,0.003786
2023-06-27,108209.057995,0.005949
2023-06-28,108698.084653,0.004519
2023-06-29,109012.848313,0.002896
2023-06-30,109922.491478,0.008344
2023-07-03,110031.765869,0.000994
2023-07-04,110006.124358,-0.000233
2023-07-05,109280.701218,-0.006594
2023-07-06,108680.259711,-0.005494
2023-07-07,109067.516766,0.003563
2023-07-10,109044.466825,-0.000211
2023-07-11,109583.887050,0.004947
2023-07-12,110331.886479,0.006826
2023-07-13,110887.838822,0.005039
2023-07-14,110452.517005,-0.003926
2023-07-17,111085.048390,0.005727
2023-07-18,111521.161330,0.003926
2023-07-19,111344.169918,-0.001587
2023-07-20,110836.747050,-0.004557
2023-07-21,110942.354094,0.000953
2023-07-24,111036.816149,0.000851
2023-07-25,110957.909289,-0.000711
2023-07-26,110958.407066,0.000004
2023-07-27,110152.044630,-0.007267
2023-07-28,110922.614768,0.006996
2023-07-31,111341.572128,0.003777
2023-08-01,110947.230840,-0.003542
2023-08-02,110316.821816,-0.005682
2023-08-03,110411.923686,0.000862
2023-08-04,110793.307281,0.003454
2023-08-07,111152.465717,0.003242
2023-08-08,110810.274161,-0.003079
2023-08-09,110927.360047,0.001057
2023-08-10,110803.768190,-0.001114
2023-08-11,110850.269016,0.000420
2023-08-14,110838.292567,-0.000108
2023-08-15,109792.878937,-0.009432
2023-08-16,109448.570583,-0.003136
2023-08-17,109125.437905,-0.002952
2023-08-18,109272.834452,0.001351
2023-08-21,109264.860622,-0.000073
2023-08-22,109122.281364,-0.001305
2023-08-23,110277.810298,0.010589
2023-08-24,109369.784829,-0.008234
2023-08-25,110287.988408,0.008395
2023-08-28,110930.297626,0.005824
2023-08-29,112176.392844,0.011233
2023-08-30,112370.603958,0.001731
2023-08-31,112208.134580,-0.001446
2023-09-01,112638.197885,0.003833
2023-09-05,112366.824306,-0.002409
2023-09-06,112174.495875,-0.001712
2023-09-07,111875.282974,-0.002667
2023-09-08,112066.045533,0.001705
2023-09-11,112201.995436,0.001213
2023-09-12,111835.455972,-0.003267
2023-09-13,111782.224763,-0.000476
2023-09-14,112621.961432,0.007512
2023-09-15,111877.695788,-0.006609
2023-09-18,112029.718084,0.001359
2023-09-19,111196.865560,-0.007434
2023-09-20,110631.330374,-0.005086
2023-09-21,109435.122933,-0.010813
2023-09-22,109580.356799,0.001327
2023-09-25,109672.427798,0.000840
2023-09-26,108653.722432,-0.009289
2023-09-27,108921.533712,0.002465
2023-09-28,109343.484324,0.003874
2023-09-29,109213.800363,-0.001186
2023-10-02,108800.391748,-0.003785
2023-10-03,108072.345606,-0.006692
2023-10-04,108711.219023,0.005912
2023-10-05,109026.934772,0.002904
2023-10-06,109553.049219,0.004826
2023-10-09,109711.703722,0.001448
2023-10-10,110195.711948,0.004412
2023-10-11,110591.837461,0.003595
2023-10-12,109866.664251,-0.006557
2023-10-13,110035.131705,0.001533
2023-10-16,110285.927466,0.002279
2023-10-17,110156.264271,-0.001176
2023-10-18,109093.622866,-0.009647
2023-10-19,108477.955688,-0.005643
2023-10-20,107827.398045,-0.005997
2023-10-23,107886.407443,0.000547
2023-10-24,108249.944332,0.003370
2023-10-25,107521.141813,-0.006733
2023-10-26,107497.675122,-0.000218
2023-10-27,106998.450465,-0.004644
2023-10-30,107716.163367,0.006708
2023-10-31,107692.834913,-0.000217
2023-11-01,109318.338358,0.015094
2023-11-02,110909.133492,0.014552
2023-11-03,111352.063673,0.003994
2023-11-06,110765.081984,-0.005271
2023-11-07,110904.138344,0.001255
2023-11-08,111351.070067,0.004030
2023-11-09,110889.116471,-0.004149
2023-11-10,111785.498594,0.008084
2023-11-13,111901.786586,0.001040
2023-11-14,113662.785019,0.015737
2023-11-15,112885.737697,-0.006836
2023-11-16,113101.436054,0.001911
2023-11-17,113792.819651,0.006113
2023-11-20,114075.825243,0.002487
2023-11-21,114099.378533,0.000206
2023-11-22,114371.195974,0.002382
2023-11-23,114271.685359,-0.000870
2023-11-24,114351.387804,0.000697
2023-11-27,114061.477521,-0.002535
2023-11-28,113991.371509,-0.000615
2023-11-29,114075.960641,0.000742
2023-11-30,114296.748289,0.001935
2023-12-01,115137.236681,0.007354
2023-12-04,114389.555173,-0.006494
2023-12-05,114828.971648,0.003841
2023-12-06,114882.893602,0.000470
2023-12-07,115028.687798,0.001269
2023-12-08,115255.009595,0.001968
2023-12-11,115449.959782,0.001691
2023-12-12,115649.965509,0.001732
2023-12-13,117193.911094,0.013350
2023-12-14,117762.488967,0.004852
